,bodeganorte
23870,65.76274
23871,-15.165288
23872,8.334259
23873,-9.870382
23874,-19.47745
23875,-10.42247
23876,-7.9949923
23877,19.73105
23878,11.119979
23879,8.456172
23880,-56.597378
23881,16.485588
23882,138.41977
23883,351.00314
23884,490.77875
23885,883.2109
23886,886.2773
23887,918.82104
23888,906.89197
23889,890.1777
23890,688.5373
23891,549.92694
23892,420.18542
23893,130.50581
23894,88.177536
23895,-1.9748456
23896,4.2464166
23897,-16.560232
23898,0.77364546
23899,-7.118087
23900,-8.086728
23901,-3.9294837
23902,-1.9006633
23903,-3.753448
23904,-5.06283
23905,28.101185
23906,92.58111
23907,379.24796
23908,648.5816
23909,591.20166
23910,368.29593
23911,500.41803
23912,676.15204
23913,770.7543
23914,903.64746
23915,614.92004
23916,165.61197
23917,-12.318937
23918,-8.538761
23919,17.99595
23920,-9.983829
23921,-6.351067
23922,15.40972
23923,141.46167
23924,352.37314
23925,654.59357
23926,713.4494
23927,959.42816
23928,949.1934
23929,924.7849
23930,798.08405
23931,587.8321
23932,316.95126
23933,337.31552
23934,152.48204
23935,72.9063
23936,128.71475
23937,107.18108
23938,78.61065
23939,11.475438
23940,8.174498
23941,22.201214
23942,12.912927
23943,11.262789
23944,-8.736187
23945,-10.572633
23946,29.352552
23947,126.8057
23948,260.69696
23949,324.97214
23950,773.33466
23951,839.96545
23952,462.28217
23953,704.6204
23954,964.3317
23955,353.8245
23956,477.0626
23957,291.02884
23958,109.72734
23959,-20.832436
23960,-16.283808
23961,-9.562433
23962,-11.687897
23963,9.7577095
23964,10.033649
23965,-2.9258118
23966,16.43497
23967,-26.904657
23968,5.4165072
23969,10.916812
23970,26.881504
23971,194.14844
23972,423.54498
23973,416.40906
23974,429.09607
23975,623.64594
23976,902.19977
23977,978.59796
23978,781.06177
23979,631.61554
23980,435.2266
23981,284.00385
23982,163.64595
23983,50.184486
23984,6.6628666
23985,2.234584
23986,13.23278
23987,-2.5508244
23988,-2.8623853
23989,5.0216756
23990,-2.9871895
23991,1.4948717
23992,8.757853
23993,-12.322622
23994,36.956745
23995,131.3249
23996,268.10324
23997,311.14664
23998,546.8613
23999,560.9792
24000,864.553
24001,860.0659
24002,729.9966
24003,630.70526
24004,468.71765
24005,240.62878
24006,80.77939
24007,4.1366825
24008,-17.375288
24009,-0.2806388
24010,28.176838
24011,11.779002
24012,-6.7835894
24013,8.981116
24014,7.2918415
24015,0.38325816
24016,9.783424
24017,13.914027
24018,24.906229
24019,124.41231
24020,240.60669
24021,330.3615
24022,459.96774
24023,696.2982
24024,796.34326
24025,736.3055
24026,625.06635
24027,600.3651
24028,357.48392
24029,411.9589
24030,190.6294
24031,30.053782
24032,-11.489571
24033,-25.149174
24034,-15.364392
24035,-4.2121634
24036,-1.6178397
24037,-3.9097326
24038,-4.320374
24039,-6.5763073
24040,-12.053322
24041,-12.398582
24042,21.444391
24043,79.98336
24044,242.47415
24045,353.51086
24046,421.70963
24047,549.53265
24048,773.6483
24049,601.87054
24050,414.1237
24051,147.8965
24052,181.82321
24053,119.99651
24054,89.71547
24055,32.667416
24056,5.139379
24057,-3.167233
24058,-11.3654785
24059,-4.213691
24060,-3.5204005
24061,-3.7755055
24062,-1.015599
24063,-2.961052
24064,-3.1532042
24065,-6.255151
24066,15.691358
24067,68.921906
24068,266.0696
24069,252.63817
24070,340.08295
24071,352.42273
24072,452.3536
24073,513.37683
24074,375.17142
24075,422.32773
24076,288.9521
24077,289.87436
24078,76.2038
24079,-7.0814624
24080,-14.840917
24081,-6.722939
24082,-19.62273
24083,13.098043
24084,-15.668289
24085,4.8062286
24086,-1.6911844
24087,-1.5978439
24088,-3.8974118
24089,-2.5585365
24090,25.340775
24091,83.89701
24092,275.92316
24093,320.75235
24094,538.4893
24095,623.1253
24096,723.1448
24097,626.13635
24098,557.35443
24099,275.19135
24100,266.68835
24101,223.64551
24102,121.26088
24103,3.1527646
24104,2.2868779
24105,-7.5114903
24106,0.80803263
24107,-5.7010255
24108,-12.849977
24109,-15.198737
24110,-3.5166492
24111,-13.199816
24112,-10.226779
24113,-2.480149
24114,22.744276
24115,118.795685
24116,203.15509
24117,378.7169
24118,641.5605
24119,749.50024
24120,798.77844
24121,880.74634
24122,780.92365
24123,482.0156
24124,573.2753
24125,276.75766
24126,72.16324
24127,20.560944
24128,-3.606115
24129,-7.8521023
24130,-5.5554323
24131,13.979759
24132,-5.519221
24133,-9.086017
24134,0.8024964
24135,1.4762921
24136,-0.45626217
24137,4.8883905
24138,22.62171
24139,131.16113
24140,246.96495
24141,571.8328
24142,820.5138
24143,859.9675
24144,979.4839
24145,922.14185
24146,887.6088
24147,894.52094
24148,683.969
24149,462.82645
24150,97.182846
24151,85.61002
24152,-21.071062
24153,2.6006315
24154,2.907902
24155,38.683155
24156,-7.9748826
24157,-15.199537
24158,-13.920202
24159,-6.0624666
24160,-6.0624666
24161,-13.637818
24162,6.5421906
24163,128.20865
24164,283.6454
24165,510.69678
24166,836.06213
24167,944.6249
24168,994.08417
24169,858.3507
24170,849.9207
24171,758.9377
24172,664.30853
24173,416.0247
24174,138.58464
24175,37.978714
24176,2.4443743
24177,-10.035127
24178,11.665769
24179,-10.572513
24180,10.582173
24181,-4.0714245
24182,-15.912823
24183,-15.026243
24184,-4.580275
24185,-24.235662
24186,-5.254989
24187,94.235466
24188,263.10074
24189,598.5834
24190,490.67535
24191,701.15875
24192,997.9952
24193,943.581
24194,825.06415
24195,774.7486
24196,602.07294
24197,448.60904
24198,96.20108
24199,-21.590849
24200,-3.3629148
24201,-11.565916
24202,-16.936827
24203,-16.660646
24204,-0.0870445
24205,-9.601565
24206,-42.43381
24207,-10.265869
24208,-6.2887783
24209,-9.57194
24210,9.420519
24211,55.370956
24212,216.37692
24213,833.4888
24214,885.8338
24215,969.8839
24216,864.54425
24217,802.085
24218,696.7569
24219,483.2183
24220,141.59561
24221,66.89266
24222,2.0384347
24223,-10.548971
24224,2.852567
24225,1.146501
24226,-3.4648788
24227,25.851118
24228,0.013704367
24229,0.70460755
24230,5.4922247
24231,0.59378797
24232,14.489415
24233,128.77863
24234,268.8324
24235,540.60815
24236,721.71216
24237,931.42596
24238,980.416
24239,956.2641
24240,890.8819
24241,807.1444
24242,654.891
24243,466.84937
24244,128.41267
24245,61.333538
24246,-0.3852926
24247,-6.725923
24248,-6.542244
24249,-7.6892433
24250,-2.0884542
24251,-3.7136648
24252,1.3513331
24253,-3.0210178
24254,3.2433934
24255,5.0961113
24256,21.817888
24257,87.54105
24258,255.00174
24259,613.0462
24260,770.5403
24261,908.3126
24262,971.4011
24263,936.0797
24264,895.36096
24265,821.8642
24266,668.311
24267,468.58704
24268,70.49448
24269,8.242464
24270,3.4806447
24271,-3.1409194
24272,-1.1122867
24273,-9.895399
24274,-26.194502
24275,-7.4319024
24276,-2.529374
24277,-8.099377
24278,9.305635
24279,13.475329
24280,9.721215
24281,108.51595
24282,219.40901
24283,591.1356
24284,759.1494
24285,842.5352
24286,877.6009
24287,895.0697
24288,858.8095
24289,821.81775
24290,686.3494
24291,499.52893
24292,127.134254
24293,37.109776
24294,2.9673133
24295,-14.146363
24296,-16.332836
24297,-99.8174
24298,11.507651
24299,7.4486904
24300,-7.08788
24301,23.3336
24302,10.060351
24303,-49.422283
24304,6.9750476
24305,95.701836
24306,216.00882
24307,518.60754
24308,687.1131
24309,889.5963
24310,902.2047
24311,928.4986
24312,842.5945
24313,797.2313
24314,664.9066
24315,462.8936
24316,90.11767
24317,31.874817
24318,4.1698227
24319,-27.453157
24320,-3.3731217
24321,-11.082687
24322,-0.8164001
24323,-1.5067308
24324,-4.909586
24325,-1.1508507
24326,-2.4052083
24327,-8.869693
24328,7.4531035
24329,90.92552
24330,213.81886
24331,559.8952
24332,678.88385
24333,819.64856
24334,879.6673
24335,888.5853
24336,837.54156
24337,776.3715
24338,663.63477
24339,408.4638
24340,77.41474
24341,48.25204
24342,-8.190978
24343,7.32175
24344,-5.1941214
24345,-1.6568207
24346,-3.95803
24347,-5.686667
24348,-8.410832
24349,-3.3765192
24350,-6.613085
24351,14.69788
24352,8.011565
24353,58.052086
24354,314.47394
24355,367.04007
24356,472.52512
24357,726.1435
24358,929.8216
24359,845.89886
24360,815.00165
24361,772.9059
24362,634.21356
24363,287.34534
24364,173.21187
24365,29.060337
24366,3.7960682
24367,-13.143933
24368,-4.640815
24369,5.495234
24370,-0.128301
24371,13.929324
24372,25.888771
24373,-11.431517
24374,-7.478414
24375,7.663486
24376,18.910755
24377,33.5204
24378,372.85724
24379,602.29065
24380,665.1074
24381,803.67346
24382,924.8789
24383,872.26154
24384,710.17584
24385,626.6645
24386,384.51636
24387,170.71309
24388,78.750984
24389,30.183517
24390,13.592363
24391,-1.9599228
24392,-4.612196
24393,-11.167625
24394,-8.272818
24395,-10.311335
24396,-12.919833
24397,-9.542661
24398,-7.4412537
24399,13.571562
24400,33.633057
24401,174.348
24402,396.8086
24403,673.43835
24404,633.94977
24405,751.96765
24406,745.9561
24407,554.78784
24408,272.01508
24409,258.21326
24410,486.81308
24411,113.82888
24412,105.59844
24413,30.540298
24414,-12.739475
24415,-10.975244
24416,1.8587638
24417,-2.516049
24418,5.6199718
24419,-1.0411953
24420,2.2403715
24421,-2.838396
24422,0.35219133
24423,-11.866463
24424,22.917904
24425,51.258087
24426,264.41867
24427,384.57416
24428,653.99335
24429,703.10645
24430,745.3159
24431,764.4721
24432,642.67737
24433,501.38068
24434,371.71408
24435,257.65778
24436,85.04403
24437,36.3464
24438,3.0203145
24439,7.283889
24440,-6.64675
24441,-3.0307238
24442,-6.506551
24443,19.45126
24444,-21.491596
24445,4.55887
24446,-6.8268476
24447,-7.1584454
24448,13.976307
24449,155.54709
24450,403.10522
24451,572.03015
24452,739.88324
24453,816.50494
24454,837.90137
24455,826.59973
24456,722.2851
24457,306.69965
24458,225.49867
24459,198.19066
24460,68.97621
24461,-0.16072282
24462,9.092819
24463,15.559605
24464,-5.9037223
24465,-6.616111
24466,-29.54239
24467,6.946035
24468,13.674151
24469,9.9995775
24470,-29.217487
24471,-23.036526
24472,-16.72159
24473,96.647446
24474,262.5336
24475,475.4386
24476,389.2768
24477,638.57166
24478,955.67474
24479,1022.9689
24480,907.4879
24481,748.26666
24482,599.87146
24483,300.4732
24484,84.47338
24485,13.260539
24486,2.2987974
24487,-38.998787
24488,15.036893
24489,10.891451
24490,-28.802353
24491,-11.740752
24492,-25.838501
24493,-16.524555
24494,-9.6879225
24495,-14.363929
24496,51.32597
24497,55.970646
24498,167.06924
24499,605.7852
24500,729.5331
24501,773.85095
24502,898.6223
24503,853.74805
24504,666.83435
24505,673.8937
24506,528.80383
24507,317.81662
24508,55.907703
24509,20.163294
24510,-11.869515
24511,-23.22248
24512,18.220219
24513,0.7460094
24514,30.593395
24515,62.9581
24516,14.9323225
24517,21.064507
24518,43.7659
24519,1.6134315
24520,-37.808628
24521,88.31735
24522,186.63379
24523,607.8725
24524,544.4512
24525,727.549
24526,712.4444
24527,699.7564
24528,703.3212
24529,541.38464
24530,378.18738
24531,182.27043
24532,-75.13573
24533,-95.93858
24534,-15.413648
24535,-20.725391
24536,-42.723248
24537,32.62343
24538,-23.35579
24539,-5.0401726
24540,2.3856623
24541,1.6988043
24542,-15.110291
24543,-36.78061
24544,24.290901
24545,160.51782
24546,219.44221
24547,374.47955
24548,402.0728
24549,608.08453
24550,833.43604
24551,747.7701
24552,605.1294
24553,604.7477
24554,276.99362
24555,201.18533
24556,40.460506
24557,-8.769349
24558,8.445286
24559,3.5426188
24560,9.156801
24561,-2.702138
24562,-16.290604
24563,1.3334448
24564,-19.646013
24565,-17.795904
24566,-5.5154266
24567,3.528009
24568,15.763117
24569,134.19089
24570,184.49808
24571,655.87897
24572,750.0238
24573,727.25696
24574,744.73315
24575,780.5003
24576,776.285
24577,496.0135
24578,271.24
24579,160.32703
24580,82.66019
24581,-2.6349745
24582,-23.861546
24583,-9.089577
24584,-0.22636467
24585,-5.3342586
24586,-0.8111356
24587,-1.7214131
24588,-8.951518
24589,-5.16246
24590,-0.380573
24591,0.36263898
24592,22.492222
24593,41.22192
24594,266.08704
24595,567.48883
24596,738.6487
24597,609.8495
24598,755.73474
24599,720.8108
24600,936.1495
24601,811.559
24602,541.33093
24603,236.53325
24604,126.91725
24605,94.515785
24606,-22.850897
24607,-6.797241
24608,-36.81183
24609,-14.007723
24610,25.103954
24611,-0.36997756
24612,1.010118
24613,-13.926363
24614,-14.62374
24615,3.7446177
24616,22.427004
24617,127.2888
24618,262.75296
24619,472.54132
24620,682.4191
24621,454.94162
24622,506.75922
24623,423.2349
24624,509.90555
24625,471.93707
24626,412.59537
24627,253.0143
24628,133.4071
24629,21.614798
24630,81.03182
24631,5.608665
24632,6.629886
24633,4.7704973
24634,-5.819468
24635,-9.347745
24636,-3.1302009
24637,-6.4668055
24638,0.86819214
24639,8.548938
24640,20.394068
24641,135.63708
24642,203.29294
24643,619.89514
24644,491.29623
24645,730.57263
24646,649.82196
24647,735.1274
24648,661.1501
24649,621.11053
24650,337.86215
24651,125.780396
24652,43.709785
24653,11.087858
24654,40.14915
24655,11.502244
24656,14.83879
24657,28.512373
24658,-7.016829
24659,-11.12718
24660,-4.878726
24661,-11.707284
24662,21.731491
24663,49.148132
24664,271.76407
24665,523.4756
24666,501.30426
24667,700.18463
24668,746.28577
24669,729.05426
24670,691.7893
24671,701.7887
24672,527.41425
24673,327.01605
24674,109.8336
24675,41.811893
24676,-4.502229
24677,3.4761567
24678,1.546147
24679,-13.040923
24680,1.2050508
24681,2.5991092
24682,2.3394248
24683,-7.859303
24684,-4.2195425
24685,4.6722665
24686,30.189335
24687,133.96178
24688,214.52625
24689,463.49573
24690,588.3454
24691,469.56772
24692,338.8626
24693,465.21115
24694,365.00668
24695,266.05048
24696,250.13081
24697,167.1164
24698,49.34305
24699,17.034601
24700,1.0812366
24701,-6.1335073
24702,-2.6506183
24703,-3.8370159
24704,-7.446987
24705,-23.082373
24706,-8.4005995
24707,-3.187729
24708,-0.9531085
24709,3.8944316
24710,26.8495
24711,100.962524
24712,148.25262
24713,491.242
24714,684.17065
24715,812.2144
24716,830.9629
24717,778.4789
24718,744.6653
24719,662.71326
24720,459.0731
24721,305.09735
24722,108.03275
24723,55.909294
24724,-4.3542485
24725,-11.644365
24726,1.3627886
24727,2.5817366
24728,0.49994403
24729,-1.3959877
24730,2.226995
24731,-0.17451176
24732,-1.8110518
24733,-11.774918
24734,24.504423
24735,56.761185
24736,181.52925
24737,625.38104
24738,676.33594
24739,674.95795
24740,664.44763
24741,581.7943
24742,633.85706
24743,711.9239
24744,525.042
24745,395.78174
24746,100.244545
24747,13.128931
24748,1.3904369
24749,-7.6329975
24750,-21.434837
24751,19.787823
24752,-37.015976
24753,-23.967525
24754,-29.803873
24755,-20.629372
24756,-48.89365
24757,-39.621723
24758,-26.51466
24759,190.4013
24760,351.81155
24761,537.31085
24762,731.2663
24763,898.98395
24764,1017.15247
24765,956.4137
24766,823.09375
24767,791.11224
24768,607.45984
24769,356.15308
24770,3.6108034
24771,-40.791397
24772,-152.94351
24773,-4.506872
24774,0.15244395
24775,-95.54598
24776,17.21767
24777,41.66605
24778,12.075485
24779,14.4762745
24780,-0.60526586
24781,20.958231
24782,47.36841
24783,134.27351
24784,247.25954
24785,489.76874
24786,760.5065
24787,828.69684
24788,894.98267
24789,898.3639
24790,850.5762
24791,791.3849
24792,607.05316
24793,423.4164
24794,63.82031
24795,20.11683
24796,-5.3726215
24797,-39.600136
24798,-14.453231
24799,-11.752419
24800,13.946611
24801,16.056147
24802,2.640627
24803,28.86313
24804,108.03197
24805,58.440002
24806,31.449099
24807,82.819466
24808,261.7123
24809,565.75146
24810,805.63873
24811,783.74304
24812,934.0676
24813,925.221
24814,901.73737
24815,769.9671
24816,643.27826
24817,457.48108
24818,135.84193
24819,76.79284
24820,1.4634142
24821,19.308645
24822,26.300764
24823,33.049854
24824,-3.0022695
24825,11.188853
24826,6.406856
24827,-3.9145985
24828,-8.101492
24829,-26.28279
24830,16.053505
24831,97.98126
24832,223.05815
24833,564.4503
24834,731.75385
24835,729.30133
24836,708.0315
24837,728.21136
24838,589.9038
24839,574.32214
24840,469.61975
24841,174.6077
24842,97.641106
24843,32.452534
24844,3.4746003
24845,-23.058191
24846,-19.885832
24847,-6.3889503
24848,-0.1585438
24849,4.960254
24850,-13.474637
24851,-13.579635
24852,9.891762
24853,-5.503657
24854,25.140524
24855,109.95852
24856,223.26149
24857,630.9664
24858,791.7298
24859,804.3418
24860,755.2199
24861,561.84906
24862,519.16583
24863,392.3682
24864,325.4318
24865,215.24374
24866,100.7584
24867,45.77746
24868,11.526093
24869,-6.5532355
24870,-45.621174
24871,2.4570885
24872,1.0038192
24873,-1.599967
24874,-1.1576195
24875,-15.374337
24876,-16.240955
24877,-7.53688
24878,21.180819
24879,114.610855
24880,267.70438
24881,656.85736
24882,699.0325
24883,763.1284
24884,847.1958
24885,600.3302
24886,591.002
24887,406.53833
24888,565.7481
24889,429.05203
24890,180.1691
24891,92.79057
24892,4.195187
24893,-9.390386
24894,1.8397564
24895,5.9630194
24896,-7.2021327
24897,-5.485622
24898,-1.5672358
24899,-5.5797176
24900,-5.8228607
24901,-8.178686
24902,21.146242
24903,58.260994
24904,358.74518
24905,568.2597
24906,720.6492
24907,756.6504
24908,814.2674
24909,992.0191
24910,923.5697
24911,806.32367
24912,687.43115
24913,498.0782
24914,158.2239
24915,51.190907
24916,-5.3192773
24917,-5.1778884
24918,-43.096073
24919,-15.167259
24920,4.4926972
24921,5.3559923
24922,-0.84544533
24923,2.1720834
24924,-7.756573
24925,0.4556052
24926,13.603094
24927,52.274456
24928,204.66759
24929,487.49066
24930,730.80963
24931,890.01605
24932,1054.8724
24933,996.3204
24934,914.83856
24935,818.6199
24936,661.4694
24937,506.5123
24938,90.95113
24939,30.68782
24940,4.5568247
24941,-12.336633
24942,-23.963284
24943,-21.32277
24944,3.1399891
24945,-6.243572
24946,0.42885083
24947,-5.1298356
24948,4.022334
24949,2.0272877
24950,7.73092
24951,112.812416
24952,246.21034
24953,517.6976
24954,817.0227
24955,873.0203
24956,808.7082
24957,919.9621
24958,855.0542
24959,820.5604
24960,680.66895
24961,483.39478
24962,132.88464
24963,64.665955
24964,-0.27766863
24965,-3.7653883
24966,68.81187
24967,5.543076
24968,13.523541
24969,-4.522683
24970,-28.670547
24971,-6.465816
24972,-7.72112
24973,-4.3638854
24974,6.9404387
24975,79.269585
24976,239.16351
24977,436.08105
24978,846.08673
24979,722.35284
24980,995.6466
24981,963.34283
24982,923.3831
24983,779.46466
24984,614.658
24985,485.59735
24986,153.75809
24987,30.415588
24988,6.3862123
24989,4.402278
24990,-7.768516
24991,26.31949
24992,6.331422
24993,-14.054908
24994,-6.176899
24995,-4.475124
24996,-5.1367526
24997,-4.9250755
24998,17.28251
24999,43.973034
25000,202.60913
25001,593.3679
25002,752.71606
25003,798.57117
25004,802.6098
25005,801.78906
25006,835.17
25007,730.7205
25008,640.29785
25009,370.9859
25010,177.4246
25011,117.6918
25012,7.007004
25013,-8.213411
25014,-35.188953
25015,-6.354855
25016,-11.180661
25017,-9.000663
25018,-8.114611
25019,-7.9323587
25020,1.356613
25021,-7.167241
25022,19.951714
25023,48.304863
25024,293.75992
25025,471.28766
25026,731.01764
25027,789.8359
25028,958.5493
25029,1014.2532
25030,821.8678
25031,722.0902
25032,604.775
25033,447.14117
25034,158.40407
25035,71.10669
25036,-6.755878
25037,-22.204847
25038,2.2576818
25039,-6.837495
25040,-44.0832
25041,-6.560251
25042,-12.934749
25043,-9.038677
25044,-7.444605
25045,0.7015249
25046,14.650744
25047,76.97339
25048,183.10364
25049,590.3022
25050,660.1218
25051,1001.8366
25052,1007.02594
25053,995.12787
25054,891.6218
25055,810.8438
25056,716.4513
25057,490.69293
25058,72.13619
25059,0.11710522
25060,76.9064
25061,-16.8831
25062,-18.214674
25063,39.79876
25064,-22.191595
25065,-3.5090191
25066,-11.8721075
25067,-17.124863
25068,10.128719
25069,-20.237967
25070,33.760864
25071,74.694466
25072,180.14664
25073,560.4683
25074,807.2236
25075,990.1829
25076,965.36865
25077,840.22565
25078,904.1022
25079,783.50726
25080,617.4057
25081,260.3784
25082,153.26949
25083,83.20111
25084,-41.3794
25085,-6.851823
25086,11.62148
25087,-10.689295
25088,-12.537805
25089,0.046443854
25090,-2.639648
25091,-7.734969
25092,-10.472401
25093,-0.3732209
25094,-4.656308
25095,53.55525
25096,283.02686
25097,656.80396
25098,712.4354
25099,651.907
25100,930.42804
25101,983.6035
25102,855.2594
25103,825.5003
25104,669.4128
25105,496.44687
25106,119.237
25107,70.86202
25108,-13.335574
25109,1.3800393
25110,-19.102905
25111,-10.882675
25112,-4.704521
25113,-20.434109
25114,-4.710309
25115,-5.086748
25116,-1.8279568
25117,2.0270982
25118,13.68601
25119,37.302513
25120,286.32584
25121,499.48346
25122,587.00385
25123,671.3043
25124,983.3274
25125,1009.60315
25126,928.24945
25127,816.5507
25128,404.88187
25129,329.48227
25130,176.10304
25131,76.48122
25132,-10.849605
25133,-7.344604
25134,-13.671817
25135,-0.34643063
25136,-8.3580265
25137,-1.6002167
25138,0.6946775
25139,-2.438702
25140,0.6259624
25141,-1.9166709
25142,-1.4512569
25143,55.491615
25144,260.10666
25145,526.0087
25146,529.0733
25147,691.3754
25148,985.6411
25149,986.8746
25150,829.66376
25151,806.43
25152,619.66144
25153,426.18787
25154,65.74811
25155,38.54393
25156,-2.5457215
25157,-6.076776
25158,-17.58613
25159,-25.322245
25160,2.718861
25161,-15.727896
25162,-12.976685
25163,-11.560688
25164,-9.57259
25165,-1.8125981
25166,-34.299774
25167,47.969616
25168,225.4904
25169,453.91586
25170,728.0387
25171,872.70856
25172,908.667
25173,894.16736
25174,833.70154
25175,787.58484
25176,673.8981
25177,435.57605
25178,82.78172
25179,39.674736
25180,6.125234
25181,-4.2676783
25182,-4.1037683
25183,-0.9655279
25184,3.5826144
25185,0.50743747
25186,4.2592454
25187,3.3734913
25188,12.080115
25189,22.701742
25190,27.631199
25191,52.11607
25192,192.53198
25193,460.62537
25194,735.72675
25195,940.733
25196,851.81854
25197,916.78534
25198,895.7711
25199,781.9159
25200,672.93427
25201,448.401
25202,92.124954
25203,20.609154
25204,38.681606
25205,10.18809
25206,6.2185616
25207,-8.04429
25208,2.080362
25209,-0.81894004
25210,-0.4212871
25211,1.547983
25212,-8.0337715
25213,3.8527086
25214,17.56202
25215,59.113983
25216,202.47952
25217,554.9738
25218,767.15936
25219,865.608
25220,912.88184
25221,986.51953
25222,873.0795
25223,796.303
25224,646.5149
25225,448.634
25226,87.922646
25227,14.216607
25228,-14.830984
25229,-14.794899
25230,5.058024
25231,0.19548282
25232,-37.715183
25233,-3.0649052
25234,8.505059
25235,4.673113
25236,11.376652
25237,52.652664
25238,196.13995
25239,558.9364
25240,641.74927
25241,873.1961
25242,927.90344
25243,956.9795
25244,858.27454
25245,811.46924
25246,649.02747
25247,444.5982
25248,106.0486
25249,62.759563
25250,16.88264
25251,4.1914787
25252,4.1914787
25253,-3.3333144
25254,-0.45980826
25255,1.8661457
25256,-2.8131962
25257,-3.3124957
25258,-1.0844142
25259,-14.806585
25260,24.697517
25261,64.12731
25262,195.81642
25263,475.3119
25264,536.5985
25265,823.54694
25266,866.5087
25267,911.14655
25268,782.6969
25269,703.9434
25270,627.3887
25271,389.47946
25272,103.461136
25273,3.876307
25274,19.145132
25275,8.519265
25276,4.723873
25277,-1.3722748
25278,8.548122
25279,5.368808
25280,6.5026183
25281,9.930955
25282,7.4444346
25283,15.694972
25284,28.896467
25285,107.18454
25286,184.4795
25287,467.16068
25288,597.0757
25289,817.2685
25290,845.6222
25291,898.2618
25292,826.1551
25293,708.7443
25294,618.08826
25295,409.00815
25296,98.52278
25297,36.120724
25298,2.7635098
25299,5.254984
25300,8.580115
25301,5.258163
25302,11.668304
25303,4.744277
25304,8.268839
25305,11.719438
25306,11.729582
25307,15.560591
25308,23.396107
25309,91.15195
25310,193.06595
25311,495.28015
25312,676.631
25313,854.1102
25314,866.6463
25315,887.1356
25316,868.6573
25317,724.94763
25318,594.6912
25319,414.31775
25320,109.090675
25321,46.512897
25322,9.230799
25323,12.610232
25324,9.344834
25325,9.994604
25326,0.45108345
25327,12.338267
25328,8.425978
25329,14.908354
25330,15.91161
25331,10.149937
25332,35.32224
25333,88.14226
25334,191.14642
25335,478.24716
25336,702.9969
25337,847.5801
25338,883.2073
25339,903.1806
25340,798.86957
25341,766.4379
25342,599.5868
25343,370.17636
25344,60.28455
25345,8.992294
25346,9.747256
25347,-63.32596
25348,-1.4209076
25349,-5.0569024
25350,-10.123643
25351,3.3638146
25352,-7.0412126
25353,2.839941
25354,-6.0698214
25355,2.8498936
25356,7.7804804
25357,38.362766
25358,214.34448
25359,510.84082
25360,739.5814
25361,876.62744
25362,971.82043
25363,912.8625
25364,884.39594
25365,806.3097
25366,625.96814
25367,445.87897
25368,128.36089
25369,27.16831
25370,-8.466484
25371,-32.092487
25372,-10.0989895
25373,-8.537607
25374,15.299981
25375,-0.97971827
25376,0.43008506
25377,-7.3224645
25378,-3.816692
25379,7.988596
25380,34.033184
25381,70.58918
25382,218.0549
25383,465.26758
25384,761.269
25385,849.61664
25386,811.8056
25387,918.28754
25388,844.284
25389,787.1818
25390,669.3285
25391,435.42883
25392,102.77184
25393,30.729717
25394,12.931791
25395,26.861193
25396,-15.962983
25397,-9.668565
25398,-3.1587417
25399,-0.37618142
25400,-32.386513
25401,1.5828696
25402,1.459488
25403,-23.92474
25404,16.215824
25405,67.89631
25406,224.94902
25407,475.71027
25408,740.64716
25409,777.86414
25410,888.3404
25411,920.00037
25412,797.8143
25413,788.45245
25414,613.4757
25415,420.34274
25416,93.580475
25417,89.83731
25418,-3.4659731
25419,5.641244
25420,9.106851
25421,-7.7996874
25422,8.297759
25423,2.6748245
25424,4.243117
25425,11.458827
25426,-4.7922397
25427,4.278019
25428,13.727991
25429,36.64605
25430,204.81654
25431,393.64148
25432,706.8774
25433,876.9556
25434,864.96106
25435,922.90924
25436,823.7911
25437,782.6501
25438,611.5089
25439,444.0209
25440,99.56946
25441,52.77292
25442,1.6789788
25443,-11.545402
25444,-8.27041
25445,-11.667071
25446,-0.66079223
25447,-0.6695292
25448,-0.2393465
25449,4.503869
25450,-1.4572147
25451,3.123783
25452,11.811767
25453,46.3462
25454,232.30132
25455,486.17868
25456,789.9393
25457,891.2829
25458,975.769
25459,931.34595
25460,860.44635
25461,792.2839
25462,664.3782
25463,437.46967
25464,105.46882
25465,36.024418
25466,-9.306114
25467,-8.1788645
25468,-12.151954
25469,-13.975957
25470,-2.897398
25471,-0.23785564
25472,0.49032143
25473,3.6634605
25474,5.5561404
25475,5.72509
25476,7.6032557
25477,58.69227
25478,186.85326
25479,451.3913
25480,705.1971
25481,835.3144
25482,904.7102
25483,891.76086
25484,819.8515
25485,766.7018
25486,627.8433
25487,403.72543
25488,81.81665
25489,66.87241
25490,-6.2937813
25491,-1.2842907
25492,-11.822146
25493,3.1049986
25494,1.0410136
25495,-1.4479445
25496,16.802473
25497,-4.0161905
25498,4.748387
25499,8.669519
25500,15.623322
25501,62.185524
25502,205.76756
25503,378.47827
25504,704.94226
25505,811.5041
25506,837.67535
25507,827.14294
25508,776.85803
25509,779.61383
25510,614.796
25511,447.13165
25512,71.32831
25513,65.209015
25514,-5.7987113
25515,-8.680803
25516,-7.130024
25517,2.1520026
25518,1.2238449
25519,-21.304312
25520,1.2830269
25521,-4.560743
25522,-2.2670693
25523,0.6191368
25524,16.986704
25525,47.386642
25526,217.28871
25527,486.67383
25528,733.4311
25529,891.68854
25530,961.0763
25531,945.2328
25532,831.2778
25533,765.0323
