,mont-cumbre
26410,-3.8405855
26411,-0.8380535
26412,-8.150391
26413,-1.2358161
26414,1.6044858
26415,18.258118
26416,99.35695
26417,256.64142
26418,271.38394
26419,190.70139
26420,342.40646
26421,291.47568
26422,132.91368
26423,37.00377
26424,120.97154
26425,154.6309
26426,97.415665
26427,40.133896
26428,-2.6557946
26429,-5.775609
26430,-2.9241953
26431,4.734353
26432,-10.778952
26433,5.218795
26434,1.461772
26435,2.7166264
26436,-1.1320348
26437,-2.1547408
26438,4.328016
26439,16.3504
26440,75.27086
26441,197.2841
26442,210.81134
26443,209.85497
26444,206.87173
26445,241.42163
26446,217.79214
26447,153.24672
26448,115.60118
26449,135.54237
26450,108.89826
26451,52.2885
26452,32.18905
26453,65.48357
26454,58.81183
26455,53.29361
26456,56.216267
26457,83.41491
26458,23.124325
26459,78.32569
26460,82.347404
26461,35.044956
26462,28.818836
26463,57.175465
26464,113.134544
26465,138.3464
26466,157.37183
26467,127.001724
26468,114.60355
26469,40.7125
26470,50.44943
26471,26.425566
26472,34.761932
26473,54.39169
26474,30.28379
26475,6.3599095
26476,24.598213
26477,21.824001
26478,23.488497
26479,78.846275
26480,70.46477
26481,38.28034
26482,6.603524
26483,0.46749145
26484,41.36793
26485,35.536842
26486,1.7054697
26487,36.60023
26488,81.44567
26489,147.01491
26490,151.99841
26491,95.87494
26492,63.20024
26493,166.70195
26494,255.83212
26495,220.42697
26496,245.06653
26497,78.039085
26498,25.318516
26499,-7.1530967
26500,9.079235
26501,-33.314934
26502,-30.970598
26503,-37.008354
26504,-38.25254
26505,39.270695
26506,44.680225
26507,39.236732
26508,23.665743
26509,25.62494
26510,36.505604
26511,12.924316
26512,105.342575
26513,146.87918
26514,157.8077
26515,96.20928
26516,66.92806
26517,32.936573
26518,6.2612414
26519,21.057049
26520,19.416428
26521,60.261948
26522,44.728394
26523,28.200008
26524,-1.3692114
26525,-19.208548
26526,-22.994078
26527,-14.149795
26528,-2.829205
26529,20.767569
26530,-9.139788
26531,-7.9820213
26532,-16.28608
26533,-11.992281
26534,-5.8468647
26535,0.1458979
26536,94.34814
26537,125.00575
26538,132.45403
26539,111.87265
26540,52.28915
26541,-3.1834264
26542,12.899065
26543,36.37665
26544,84.23809
26545,119.86065
26546,99.12063
26547,37.578583
26548,7.9702153
26549,-1.3245215
26550,2.6699622
26551,-1.1904922
26552,-0.9977662
26553,-3.2737358
26554,-0.13948017
26555,2.7932444
26556,-3.0887027
26557,-2.722294
26558,1.0084163
26559,12.460301
26560,64.25053
26561,220.24951
26562,313.53708
26563,248.39854
26564,244.08743
26565,154.24994
26566,86.02418
26567,226.53763
26568,138.43637
26569,108.30308
26570,66.2323
26571,29.102057
26572,33.07094
26573,-10.857641
26574,-22.760418
26575,-6.0763984
26576,-8.7503195
26577,1.7712368
26578,-0.51969707
26579,-6.4043508
26580,-12.275932
26581,-11.075154
26582,-11.572792
26583,3.2478745
26584,40.81461
26585,214.15437
26586,290.64297
26587,195.89769
26588,95.83392
26589,55.055378
26590,185.36903
26591,257.07874
26592,197.39888
26593,171.19547
26594,97.04715
26595,50.462368
26596,2.4269001
26597,-3.1304986
26598,-13.44266
26599,-14.314831
26600,-15.625569
26601,-3.6276646
26602,-26.547808
26603,-22.14661
26604,6.477457
26605,3.373085
26606,4.5869455
26607,6.2513704
26608,70.72928
26609,158.79515
26610,209.22237
26611,92.99041
26612,88.74194
26613,65.67404
26614,108.76263
26615,56.073727
26616,56.03919
26617,99.61691
26618,95.943306
26619,48.616302
26620,36.995754
26621,23.124443
26622,14.226334
26623,6.666085
26624,-12.335052
26625,12.116188
26626,35.547966
26627,33.02809
26628,30.23225
26629,-31.748379
26630,34.052994
26631,24.279097
26632,107.779526
26633,276.0379
26634,211.60634
26635,136.55315
26636,168.38791
26637,120.40524
26638,160.92628
26639,62.368492
26640,102.3059
26641,106.04826
26642,112.07364
26643,49.593124
26644,7.7509217
26645,-9.15235
26646,-7.3149586
26647,-8.06744
26648,-13.878824
26649,2.847696
26650,6.2425556
26651,-4.438774
26652,1.7702454
26653,-1.8628455
26654,3.8218064
26655,14.300125
26656,101.41444
26657,277.8707
26658,311.97623
26659,501.39352
26660,574.3589
26661,499.99976
26662,558.0927
26663,446.5998
26664,372.49857
26665,223.01472
26666,158.94244
26667,69.37661
26668,8.286799
26669,-4.339702
26670,-10.706958
26671,-13.7736225
26672,-13.556516
26673,16.473465
26674,7.5753226
26675,6.8021445
26676,3.9862638
26677,18.28718
26678,30.288263
26679,13.42257
26680,158.24582
26681,374.1645
26682,425.6505
26683,645.99805
26684,688.62384
26685,786.44916
26686,698.43463
26687,623.06854
26688,543.7874
26689,327.64035
26690,203.19524
26691,70.027336
26692,16.057697
26693,-16.263401
26694,10.868956
26695,-16.569435
26696,-1.5248101
26697,27.021044
26698,69.217545
26699,74.09515
26700,68.49685
26701,58.29219
26702,-10.286265
26703,93.33734
26704,200.35397
26705,308.92773
26706,580.2073
26707,702.94543
26708,910.7916
26709,846.93854
26710,927.72296
26711,857.8966
26712,882.13556
26713,636.446
26714,339.31638
26715,76.433136
26716,17.646801
26717,-8.111326
26718,-10.340307
26719,-2.387203
26720,-9.269952
26721,-4.5888596
26722,-20.450785
26723,-5.3266125
26724,3.917785
26725,2.0679278
26726,-18.822395
26727,25.739973
26728,62.76246
26729,293.34326
26730,555.9842
26731,595.5798
26732,738.0397
26733,759.4466
26734,852.3028
26735,702.33704
26736,503.7834
26737,296.51627
26738,109.09277
26739,35.405827
26740,-0.052842267
26741,-8.307468
26742,-7.7187757
26743,-3.7728727
26744,-9.406257
26745,10.678867
26746,22.928331
26747,8.885966
26748,11.71297
26749,10.429881
26750,8.038974
26751,28.475302
26752,26.554617
26753,136.09926
26754,161.07767
26755,112.42801
26756,83.63761
26757,57.25538
26758,59.780594
26759,81.11451
26760,92.25067
26761,90.443275
26762,63.344482
26763,24.4809
26764,3.6644478
26765,-5.391726
26766,-10.879614
26767,-25.566917
26768,-7.281025
26769,-6.5295997
26770,1.5200925
26771,-6.4171205
26772,-3.0085697
26773,0.5931668
26774,-2.4804993
26775,21.411842
26776,33.276676
26777,213.32587
26778,172.93153
26779,150.02899
26780,137.70567
26781,15.417091
26782,0.56625634
26783,0.48540485
26784,3.1957304
26785,75.58256
26786,53.48121
26787,22.336748
26788,6.2630286
26789,-7.1908193
26790,-4.0617213
26791,38.99458
26792,37.07617
26793,33.712223
26794,36.530727
26795,45.0626
26796,51.83763
26797,45.49385
26798,17.08161
26799,48.427444
26800,135.40363
26801,173.31824
26802,179.5034
26803,65.32633
26804,105.83263
26805,-9.7086935
26806,25.113033
26807,-42.58953
26808,-29.191847
26809,34.271717
26810,33.528446
26811,36.612343
26812,8.928338
26813,2.406281
26814,35.561382
26815,5.804946
26816,3.1439278
26817,5.2937484
26818,7.0918016
26819,6.6660542
26820,6.8678536
26821,10.407591
26822,7.552939
26823,5.99589
26824,49.83049
26825,188.10971
26826,174.33878
26827,136.28339
26828,42.95365
26829,-53.321396
26830,-29.88885
26831,-18.097782
26832,16.097363
26833,87.07427
26834,53.290794
26835,21.839941
26836,-8.238033
26837,-11.546045
26838,-13.469397
26839,-25.588543
26840,-3.983818
26841,7.5539603
26842,-0.1397529
26843,6.258063
26844,5.515292
26845,3.7829099
26846,19.41571
26847,27.872396
26848,111.76886
26849,222.1245
26850,128.71974
26851,172.7378
26852,306.13824
26853,523.63794
26854,551.96716
26855,364.58386
26856,185.72093
26857,189.21112
26858,108.72637
26859,36.952637
26860,1.0141648
26861,-5.512814
26862,-4.2113643
26863,-4.4616737
26864,-27.9347
26865,-12.418775
26866,-6.1134543
26867,-7.579172
26868,-0.88784516
26869,0.5918151
26870,11.528439
26871,25.913126
26872,70.10878
26873,145.42851
26874,215.15941
26875,235.89651
26876,291.30164
26877,97.38191
26878,94.02592
26879,170.96088
26880,111.75092
26881,131.40303
26882,76.3649
26883,22.449886
26884,5.490705
26885,-19.57525
26886,-2.8245745
26887,-2.4201612
26888,-15.764389
26889,-4.8617325
26890,-10.877911
26891,10.811482
26892,-1.3647838
26893,2.6574419
26894,0.8058788
26895,26.530634
26896,85.09196
26897,174.28842
26898,242.03397
26899,297.94333
26900,360.76447
26901,523.59717
26902,765.8588
26903,695.77277
26904,577.6811
26905,337.1825
26906,138.25713
26907,62.209625
26908,19.928751
26909,10.908386
26910,-7.225186
26911,-1.5800408
26912,-14.777541
26913,3.4004192
26914,6.6042395
26915,4.5720286
26916,6.749079
26917,6.039283
26918,6.4694138
26919,34.595043
26920,72.59419
26921,203.2694
26922,272.76868
26923,506.03436
26924,532.84735
26925,459.49237
26926,127.6171
26927,55.279102
26928,51.880642
26929,75.3273
26930,52.425743
26931,26.338697
26932,11.048921
26933,-8.599718
26934,-8.030982
26935,-8.274843
26936,2.3850713
26937,136.10599
26938,29.854134
26939,38.83182
26940,1.6772534
26941,2.582975
26942,1.0991783
26943,19.133488
26944,97.89603
26945,204.21419
26946,223.10442
26947,132.77754
26948,183.71751
26949,101.36569
26950,64.83673
26951,46.24442
26952,1.2339039
26953,49.46521
26954,27.598652
26955,13.495991
26956,-2.4864848
26957,30.635595
26958,-15.274883
26959,-13.712669
26960,-13.163823
26961,1.7949761
26962,3.2121503
26963,-27.869568
26964,-2.063501
26965,15.858668
26966,12.496494
26967,50.043926
26968,140.52138
26969,127.511955
26970,217.13194
26971,69.13947
26972,87.38128
26973,268.62415
26974,468.45386
26975,509.94153
26976,240.62329
26977,79.977646
26978,68.74545
26979,26.857363
26980,4.6784396
26981,-10.964766
26982,-7.58577
26983,34.645943
26984,21.356836
26985,5.4363117
26986,2.4163864
26987,3.143194
26988,31.436947
26989,12.717971
26990,6.1273427
26991,74.18408
26992,147.13606
26993,189.33676
26994,232.54141
26995,186.15434
26996,103.54365
26997,47.554264
26998,75.683426
26999,13.821063
27000,35.20799
27001,60.492397
27002,67.24803
27003,58.51123
27004,49.798935
27005,35.443035
27006,-3.139326
27007,-5.8995357
27008,-13.683018
27009,-10.286549
27010,9.124039
27011,9.515474
27012,-3.7593348
27013,-4.7059307
27014,3.5609114
27015,61.98705
27016,72.66146
27017,209.1078
27018,242.78899
27019,155.23395
27020,256.53958
27021,223.72285
27022,142.19003
27023,62.22805
27024,34.697666
27025,74.74262
27026,70.43003
27027,44.56258
27028,-0.37641612
27029,-5.676332
27030,-7.7176776
27031,-2.4546494
27032,-9.836429
27033,13.843334
27034,7.0052385
27035,8.386318
27036,36.506348
27037,36.127895
27038,44.173077
27039,73.49958
27040,124.70627
27041,192.30864
27042,267.10278
27043,170.3709
27044,163.59048
27045,-6.940713
27046,-47.07965
27047,13.480031
27048,-7.3088636
27049,35.149395
27050,65.17242
27051,51.194534
27052,34.281208
27053,30.14501
27054,-13.002187
27055,34.499996
27056,34.161316
27057,12.650486
27058,47.419666
27059,53.817135
27060,39.60403
27061,37.33383
27062,16.65264
27063,49.75347
27064,86.14466
27065,132.04507
27066,140.16861
27067,80.354164
27068,100.74812
27069,29.5333
27070,168.91786
27071,56.39803
27072,83.33623
27073,59.828922
27074,47.98153
27075,20.964842
27076,5.601415
27077,-4.494893
27078,29.437618
27079,43.267223
27080,75.727875
27081,97.668495
27082,40.431488
27083,51.341225
27084,7.5903177
27085,51.687515
27086,9.083714
27087,34.659813
27088,123.07204
27089,59.555798
27090,124.38974
27091,160.12236
27092,170.07889
27093,89.46008
27094,99.73602
27095,188.41081
27096,223.22464
27097,138.7285
27098,83.99188
27099,48.75908
27100,33.36061
27101,9.229141
27102,17.657
27103,73.081635
27104,2.4351895
27105,47.39254
27106,46.611443
27107,41.95189
27108,99.195175
27109,102.19963
27110,42.269665
27111,147.6459
27112,214.41281
27113,245.69502
27114,184.86818
27115,302.67468
27116,156.74168
27117,160.31949
27118,44.80381
27119,71.068474
27120,28.247208
27121,151.86516
27122,56.200214
27123,9.003154
27124,-14.482658
27125,76.50865
27126,27.4427
27127,7.2562265
27128,-5.5074644
27129,0.36562192
27130,-0.45558107
27131,4.9566813
27132,-2.1989398
27133,3.804472
27134,0.62791264
27135,26.322569
27136,123.57734
27137,254.9617
27138,350.2144
27139,635.0685
27140,664.5359
27141,666.466
27142,649.6371
27143,588.1863
27144,549.00946
27145,320.9848
27146,152.36635
27147,38.301178
27148,94.81273
27149,-0.02392888
27150,-4.2020855
27151,17.228287
27152,8.771262
27153,2.8480906
27154,6.0608535
27155,3.054934
27156,1.3225323
27157,-4.8801327
27158,1.7593399
27159,48.714
27160,155.30614
27161,435.24164
27162,658.2803
27163,587.0595
27164,651.1539
27165,677.9084
27166,771.0096
27167,714.1927
27168,602.04364
27169,417.88895
27170,227.26738
27171,140.734
27172,100.88952
27173,18.35364
27174,-17.878197
27175,45.46352
27176,-62.95915
27177,17.94633
27178,21.064335
27179,3.2646608
27180,-0.10220778
27181,6.660134
27182,11.623812
27183,117.503654
27184,223.1862
27185,367.3436
27186,528.83405
27187,597.83826
27188,675.56757
27189,794.2095
27190,787.23694
27191,623.01306
27192,589.2103
27193,451.83392
27194,278.2258
27195,154.45901
27196,36.53664
27197,18.922518
27198,41.051197
27199,33.04617
27200,69.912735
27201,89.49788
27202,90.49716
27203,94.303894
27204,94.37556
27205,101.90079
27206,98.35917
27207,83.59716
27208,194.9946
27209,289.72348
27210,525.82556
27211,683.5203
27212,812.393
27213,853.0308
27214,866.67194
27215,762.3723
27216,669.6017
27217,474.63446
27218,218.93353
27219,74.77462
27220,28.467003
27221,-0.9020069
27222,10.280111
27223,11.585748
27224,124.48175
27225,59.12054
27226,85.33537
27227,90.40155
27228,110.13697
27229,106.89543
27230,111.714676
27231,128.08171
27232,215.72296
27233,329.68658
27234,546.97986
27235,686.5836
27236,810.20325
27237,878.9935
27238,850.4305
27239,803.8839
27240,713.6696
27241,586.3976
27242,396.579
27243,90.030815
27244,28.635809
27245,17.251713
27246,13.84088
27247,12.084261
27248,12.357579
27249,3.4776127
27250,2.7070692
27251,-25.296124
27252,-11.921868
27253,-8.017328
27254,4.1211567
27255,7.705192
27256,90.69112
27257,220.48874
27258,496.74738
27259,661.4703
27260,817.1809
27261,783.45605
27262,835.62366
27263,821.0049
27264,728.64307
27265,546.01215
27266,376.36377
27267,96.447624
27268,32.552032
27269,19.434086
27270,26.530985
27271,-2.7981405
27272,-4.776987
27273,2.082611
27274,-13.831402
27275,-14.619944
27276,12.48992
27277,-11.688998
27278,-6.8079963
27279,-7.390302
27280,90.15275
27281,258.3079
27282,490.86804
27283,702.219
27284,810.01587
27285,753.5766
27286,802.054
27287,776.4606
27288,755.8205
27289,593.7709
27290,358.85495
27291,77.10184
27292,31.730547
27293,21.144537
27294,11.684308
27295,11.920311
27296,9.02382
27297,-8.781149
27298,-1.04772
27299,5.1195025
27300,-11.450094
27301,12.160765
27302,11.621958
27303,26.627514
27304,91.51266
27305,243.61345
27306,469.50867
27307,614.1153
27308,765.5705
27309,714.49585
27310,749.1115
27311,758.2979
27312,673.0179
27313,497.9258
27314,319.44055
27315,43.339455
27316,-38.91713
27317,-3.2379396
27318,-32.907948
27319,-10.298309
27320,-2.7510977
27321,-0.636617
27322,-3.517613
27323,5.1885757
27324,11.547664
27325,30.920887
27326,17.850742
27327,22.648893
27328,53.43919
27329,238.64093
27330,435.7597
27331,621.02515
27332,751.5716
27333,731.42676
27334,787.58264
27335,758.78143
27336,774.58563
27337,546.4879
27338,351.81442
27339,76.20325
27340,24.991884
27341,12.71896
27342,10.215198
27343,11.694023
27344,5.538743
27345,-6.893761
27346,16.644125
27347,7.449832
27348,19.558496
27349,6.9185114
27350,0.9966957
27351,39.23735
27352,65.21436
27353,233.3942
27354,492.84906
27355,720.4179
27356,747.7389
27357,963.0848
27358,1016.983
27359,814.1271
27360,876.09467
27361,707.92615
27362,406.1894
27363,66.08463
27364,31.33127
27365,5.0147977
27366,32.322746
27367,38.80751
27368,7.3263245
27369,-0.7610012
27370,-3.8479385
27371,34.16167
27372,7.1703453
27373,41.507484
27374,10.928461
27375,35.222927
27376,89.322876
27377,190.616
27378,83.24027
27379,39.870724
27380,102.07394
27381,83.283745
27382,6.894189
27383,35.153164
27384,11.52165
27385,56.4542
27386,65.63907
27387,17.718767
27388,6.757309
27389,-0.73614067
27390,-2.5992577
27391,-6.2083755
27392,-2.8360448
27393,0.82576156
27394,-1.4412963
27395,-2.800961
27396,1.0484335
27397,-0.1816575
27398,4.7098846
27399,30.958622
27400,36.27694
27401,160.45091
27402,142.20445
27403,80.46778
27404,59.459625
27405,23.605291
27406,15.170976
27407,37.90669
27408,25.281002
27409,56.202736
27410,51.00896
27411,21.748621
27412,4.0127134
27413,-5.883002
27414,-2.6134243
27415,-15.9051695
27416,-23.784225
27417,1.4889034
27418,2.815275
27419,3.5071702
27420,-27.921448
27421,-3.0354495
27422,-2.8838873
27423,13.391774
27424,25.744108
27425,167.83435
27426,249.55304
27427,464.91888
27428,558.07745
27429,617.6788
27430,509.11475
27431,526.1928
27432,288.7969
27433,295.26782
27434,85.66666
27435,54.740604
27436,-3.8671756
27437,0.0025071688
27438,-3.5214639
27439,-4.8049645
27440,0.8100606
27441,14.194709
27442,2.8679993
27443,22.486887
27444,1.0521566
27445,0.61232436
27446,18.498245
27447,78.669075
27448,203.1971
27449,168.89514
27450,531.79156
27451,644.1
27452,677.3635
27453,517.25775
27454,225.38957
27455,109.75809
27456,151.92448
27457,94.09361
27458,44.690502
27459,5.5559807
27460,0.40644366
27461,11.164781
27462,8.073252
27463,1.2516775
27464,9.316499
27465,8.963904
27466,12.115378
27467,10.138368
27468,11.397041
27469,0.4432232
27470,29.573332
27471,94.70242
27472,32.14915
27473,112.04759
27474,55.98744
27475,52.728264
27476,13.7570915
27477,-11.713441
27478,40.2951
27479,83.933876
27480,108.98824
27481,66.612236
27482,30.194016
27483,-2.5550275
27484,-5.3736434
27485,4.7541413
27486,-1.0393755
27487,5.1740165
27488,19.394411
27489,4.5468903
27490,8.04369
27491,-10.638672
27492,19.536205
27493,3.6481006
27494,29.003193
27495,80.979195
27496,51.783604
27497,94.45397
27498,102.23763
27499,147.05954
27500,235.20993
27501,247.23807
27502,257.3028
27503,136.70946
27504,151.35504
27505,105.026825
27506,46.116238
27507,4.4396834
27508,-12.384243
27509,-9.205992
27510,-8.190827
27511,-3.3375278
27512,3.788101
27513,0.27836943
27514,-6.1489716
27515,-8.459377
27516,11.878339
27517,6.047678
27518,32.479355
27519,46.67238
27520,80.80491
27521,158.44174
27522,164.52003
27523,172.96014
27524,86.19034
27525,27.00681
27526,48.8049
27527,81.48748
27528,95.9024
27529,94.75998
27530,45.9784
27531,-2.971773
27532,-28.31888
27533,-23.165308
27534,-8.683718
27535,3.5892215
27536,10.602248
27537,4.036577
27538,12.266323
27539,-29.697054
27540,-18.109911
27541,1.951003
27542,-1.3845121
27543,73.66336
27544,48.5301
27545,140.92628
27546,86.89312
27547,-22.355165
27548,-14.578919
27549,-25.612135
27550,3.7306616
27551,60.426224
27552,104.23101
27553,69.1305
27554,33.935875
27555,16.170364
27556,-12.486705
27557,-0.54418343
27558,-11.636608
27559,-0.27596197
27560,6.855842
27561,22.892517
27562,11.76114
27563,8.770429
27564,-5.3061333
27565,-6.839995
27566,14.31122
27567,83.60419
27568,158.97498
27569,123.263374
27570,75.476456
27571,91.59105
27572,129.70064
27573,7.8679776
27574,22.215492
27575,75.219894
27576,76.942665
27577,63.301483
27578,28.339342
27579,6.665247
27580,28.82987
27581,-11.511655
27582,35.130077
27583,53.282436
27584,47.057014
27585,44.432026
27586,149.4087
27587,52.207546
27588,108.602066
27589,92.85863
27590,86.39284
27591,275.41882
27592,172.03928
27593,230.88719
27594,141.49385
27595,212.76152
27596,176.42027
27597,169.99065
27598,186.55048
27599,180.59569
27600,143.50304
27601,61.340298
27602,78.27032
27603,28.363743
27604,22.55786
27605,85.24376
27606,81.242874
27607,22.76452
27608,44.420612
27609,40.91773
27610,-18.503183
27611,132.94041
27612,80.00008
27613,94.25284
27614,79.50747
27615,137.9973
27616,73.27878
27617,212.00229
27618,327.47894
27619,365.02936
27620,194.24403
27621,211.21544
27622,286.97595
27623,170.37086
27624,308.88623
27625,155.57077
27626,141.38315
27627,116.22933
27628,45.85345
27629,45.619045
27630,30.729977
27631,50.16086
27632,27.746925
27633,-3.3209968
27634,30.086174
27635,23.43549
27636,-7.572459
27637,8.168802
27638,43.990974
27639,164.28792
27640,52.651447
27641,177.76483
27642,120.01538
27643,182.85112
27644,192.5449
27645,204.39662
27646,181.09145
27647,185.41383
27648,58.836823
27649,36.440292
27650,26.589487
27651,28.440504
27652,31.872837
27653,31.928892
27654,42.848595
27655,65.94705
27656,25.098463
27657,12.756282
27658,6.4472227
27659,-1.2828764
27660,32.281128
27661,34.97053
27662,71.03738
27663,126.87313
27664,30.502054
27665,101.45626
27666,7.28257
27667,-19.527208
27668,-29.694124
27669,-35.30977
27670,-52.52413
27671,20.936298
27672,28.048405
27673,28.445665
27674,23.962263
27675,7.1477346
27676,-2.9479377
27677,1.2471436
27678,-1.7763493
27679,0.2556118
27680,13.010332
27681,8.766648
27682,4.3056664
27683,7.0704017
27684,10.299152
27685,12.514565
27686,63.925114
27687,55.924442
27688,75.78098
27689,97.22801
27690,11.089476
27691,-4.579183
27692,-62.160297
27693,-65.13639
27694,-44.265583
27695,1.6255238
27696,43.43468
27697,43.215244
27698,26.207687
27699,12.735861
27700,-4.270665
27701,31.020983
27702,-15.798012
27703,3.4023743
27704,-1.7646607
27705,-7.7122774
27706,-1.7667986
27707,55.277264
27708,-0.100634985
27709,29.087875
27710,65.9707
27711,144.53703
27712,205.40546
27713,127.572876
27714,75.941956
27715,109.51451
27716,27.257257
27717,23.732304
27718,67.68276
27719,56.250305
27720,68.83531
27721,63.334095
27722,48.94527
27723,-5.7819786
27724,2.0885322
27725,-1.426557
27726,-10.326216
27727,-9.086723
27728,2.8588483
27729,2.9101918
27730,1.1201673
27731,-4.765546
27732,3.324377
27733,4.4839425
27734,18.012959
27735,120.7092
27736,257.20706
27737,385.64267
27738,387.37463
27739,345.15967
27740,296.6354
27741,440.4404
27742,414.72153
27743,201.54399
27744,282.79794
27745,208.6405
27746,100.22947
27747,21.393707
27748,4.3893666
27749,-83.201996
27750,-4.016386
27751,0.48566628
27752,-10.908708
27753,-2.0371904
27754,0.38243994
27755,-3.3046143
27756,-7.913617
27757,26.259106
27758,1.704405
27759,170.26407
27760,107.66876
27761,187.1832
27762,143.17049
27763,134.49922
27764,287.74695
27765,443.46146
27766,439.95776
27767,252.02145
27768,162.92372
27769,116.6614
27770,62.727097
27771,43.78222
27772,12.100008
27773,-2.8603795
27774,3.0654743
27775,0.38884526
27776,-20.838614
27777,21.695902
27778,-3.026151
27779,-3.6568422
27780,-40.489132
27781,-0.39867443
27782,12.698862
27783,150.28241
27784,156.04185
27785,504.01703
27786,678.4185
27787,819.7665
27788,834.19763
27789,843.91675
27790,470.3953
27791,440.25906
27792,271.13144
27793,84.18655
27794,78.472626
27795,-16.423573
27796,0.282487
27797,-10.267468
27798,-16.988165
27799,19.836336
27800,2.2747486
27801,-8.612835
27802,5.378625
27803,-0.23752788
27804,-9.044629
27805,-1.850696
27806,24.348757
27807,56.998203
27808,138.45761
27809,246.9383
27810,327.92587
27811,325.49408
27812,260.23364
27813,297.28583
27814,307.53113
27815,195.91705
27816,97.95901
27817,63.307716
27818,54.243736
27819,-4.181011
27820,-1.1806803
27821,-5.097293
27822,-1.3249329
27823,-1.2471905
27824,-16.074917
27825,1.1904608
27826,6.3323236
27827,28.571484
27828,0.41886777
27829,37.928585
27830,56.979958
27831,151.17302
27832,102.84383
27833,244.49847
27834,122.467834
27835,111.4704
27836,102.39606
27837,35.313988
27838,54.12412
27839,57.63467
27840,60.9113
27841,40.84076
27842,37.549667
27843,36.679554
27844,36.550728
27845,30.684963
27846,36.41544
27847,90.043785
27848,34.794197
27849,44.46889
27850,126.74036
27851,39.33005
27852,35.82578
27853,36.988487
27854,119.69316
27855,159.30989
27856,83.339294
27857,166.4468
27858,281.90924
27859,435.56848
27860,242.71106
27861,214.15375
27862,230.15977
27863,175.63347
27864,201.50905
27865,82.87061
27866,127.131065
27867,47.781857
27868,98.90248
27869,102.523155
27870,96.2711
27871,92.715164
27872,45.64784
27873,105.80138
27874,105.80138
27875,99.5454
27876,98.32842
27877,100.66488
27878,139.80182
27879,249.5758
27880,181.95116
27881,150.76291
27882,255.01773
27883,311.87225
27884,288.20407
27885,295.74118
27886,322.93454
27887,307.37048
27888,174.8071
27889,72.30543
27890,131.73831
27891,104.93996
27892,97.657394
27893,91.90362
27894,104.91705
27895,98.11514
27896,100.07161
27897,99.08062
27898,100.95863
27899,97.632126
27900,100.77382
27901,103.110275
27902,130.60042
27903,208.69202
27904,147.10362
27905,202.4264
27906,297.17722
27907,340.84256
27908,306.29416
27909,329.6509
27910,252.3969
27911,300.14893
27912,190.65182
27913,84.512245
27914,73.96304
27915,39.862743
27916,36.897694
27917,36.135975
27918,4.8261566
27919,40.439648
27920,37.931175
27921,7.8490634
27922,16.661716
27923,12.211742
27924,23.452768
27925,19.760223
27926,25.963776
27927,62.560734
27928,265.3869
27929,531.6955
27930,607.4773
27931,768.86115
27932,833.1007
27933,833.73987
27934,773.5038
27935,682.35986
27936,473.99908
27937,218.09874
27938,83.343956
27939,40.20896
27940,16.917482
27941,30.646822
27942,51.62861
27943,24.262974
27944,15.556021
27945,5.1454234
27946,8.329911
27947,1.1082784
27948,-19.462812
27949,-11.263714
27950,-14.920782
27951,88.046684
27952,257.60864
27953,492.24127
27954,684.4697
27955,366.09497
27956,675.174
27957,626.612
27958,535.87103
27959,293.2481
27960,373.93683
27961,132.99913
27962,63.99042
27963,24.864775
27964,16.921692
27965,70.81698
27966,70.81698
27967,79.11711
27968,88.353386
27969,88.861565
27970,88.341484
27971,11.720643
27972,-73.1442
27973,-2.812621
27974,55.734093
27975,103.40571
27976,226.02768
27977,460.35214
27978,274.71088
27979,417.42203
27980,341.313
27981,277.07483
27982,233.19667
27983,229.60742
27984,202.04196
27985,52.126785
27986,55.22513
27987,19.939295
27988,94.98181
27989,40.18667
27990,40.18667
27991,39.37775
27992,56.11981
27993,100.38891
27994,33.19641
27995,0.7611326
27996,101.421074
27997,49.74722
27998,134.717
27999,223.96875
28000,212.91367
28001,284.50226
28002,264.55008
28003,253.93878
28004,297.25085
28005,261.78198
28006,273.41138
28007,243.18918
28008,70.99514
28009,65.19958
28010,53.26387
28011,109.32681
28012,108.69617
28013,58.068817
28014,101.52231
28015,103.35363
28016,104.753296
28017,81.46438
28018,35.42362
28019,38.56531
28020,98.05842
28021,71.70142
28022,192.30067
28023,139.91875
28024,196.57674
28025,258.05368
28026,298.87564
28027,225.54321
28028,303.82666
28029,275.52423
28030,266.17947
28031,176.0578
28032,59.23072
28033,64.11854
28034,92.00285
28035,89.756424
28036,34.16441
28037,91.233734
28038,91.233734
28039,25.99038
28040,-4.2491355
28041,82.7824
28042,79.20825
28043,24.391771
28044,82.769455
28045,114.618286
28046,187.81792
28047,159.84589
28048,221.58531
28049,223.26431
28050,239.30672
28051,216.12326
28052,271.62488
28053,272.35327
28054,307.08185
28055,154.76419
28056,95.08154
28057,107.39402
28058,72.43658
28059,68.97317
28060,80.13724
28061,85.2146
28062,91.490166
28063,93.223045
28064,38.359463
28065,38.359463
28066,41.31634
28067,41.31634
28068,46.657253
28069,137.5148
28070,215.75555
28071,150.5593
28072,273.08466
28073,310.57065
28074,360.239
28075,276.93738
28076,264.9714
28077,284.24628
28078,264.36548
28079,213.23305
28080,87.903885
28081,134.91635
28082,114.75261
28083,48.649204
28084,9.602315
28085,45.75145
28086,45.118896
28087,34.75122
28088,31.845837
28089,33.337425
28090,95.55414
28091,43.728092
28092,34.450977
28093,64.80819
28094,138.59029
